Entidad,Municipio, API_CODE
Oaxaca ,San Miguel del Puerto ,SE42471
Oaxaca ,San Miguel del Río ,SE42472
Oaxaca ,San Miguel Ejutla ,SE42473
Oaxaca ,San Miguel el Grande ,SE42474
Oaxaca ,San Miguel Huautla ,SE42475
Oaxaca ,San Miguel Mixtepec ,SE42476
Oaxaca ,San Miguel Panixtlahuaca ,SE42477
Oaxaca ,San Miguel Peras ,SE42478
Oaxaca ,San Miguel Piedras ,SE42479
Oaxaca ,San Miguel Quetzaltepec ,SE42480
Oaxaca ,San Miguel Santa Flor ,SE42481
Oaxaca ,San Miguel Soyaltepec ,SE42482
Oaxaca ,San Miguel Suchixtepec ,SE42483
Oaxaca ,San Miguel Tecomatlán ,SE42484
Oaxaca ,San Miguel Tenango ,SE42485
Oaxaca ,San Miguel Tequixtepec ,SE42486
Oaxaca ,San Miguel Tilquiápam ,SE42487
Oaxaca ,San Miguel Tlacamama ,SE42488
Oaxaca ,San Miguel Tlacotepec ,SE42489
Oaxaca ,San Miguel Tulancingo ,SE42490
Oaxaca ,San Miguel Yotao ,SE42491
Oaxaca ,San Nicolás ,SE42492
Oaxaca ,San Nicolás Hidalgo ,SE42493
Oaxaca ,San Pablo Coatlán ,SE42494
Oaxaca ,San Pablo Cuatro Venados ,SE42495
Oaxaca ,San Pablo Etla ,SE42496
Oaxaca ,San Pablo Huitzo ,SE42497
Oaxaca ,San Pablo Huixtepec ,SE42498
Oaxaca ,San Pablo Macuiltianguis ,SE42499
Oaxaca ,San Pablo Tijaltepec ,SE42500
Oaxaca ,San Pablo Villa de Mitla ,SE42501
Oaxaca ,San Pablo Yaganiza ,SE42502
Oaxaca ,San Pedro Amuzgos ,SE42503
Oaxaca ,San Pedro Apóstol ,SE42504
Oaxaca ,San Pedro Atoyac ,SE42505
Oaxaca ,San Pedro Cajonos ,SE42506
Oaxaca ,San Pedro Comitancillo ,SE42507
Oaxaca ,San Pedro Coxcaltepec Cántaros ,SE42508
Oaxaca ,San Pedro el Alto ,SE42509
Oaxaca ,San Pedro Huamelula ,SE42510
Oaxaca ,San Pedro Huilotepec ,SE42511
Oaxaca ,San Pedro Ixcatlán ,SE42512
Oaxaca ,San Pedro Ixtlahuaca ,SE42513
Oaxaca ,San Pedro Jaltepetongo ,SE42514
Oaxaca ,San Pedro Jicayán ,SE42515
Oaxaca ,San Pedro Jocotipac ,SE42516
Oaxaca ,San Pedro Juchatengo ,SE42517
Oaxaca ,San Pedro Mártir ,SE42518
Oaxaca ,San Pedro Mártir Quiechapa ,SE42519
Oaxaca ,San Pedro Mártir Yucuxaco ,SE42520
Oaxaca ,San Pedro Mixtepec - Distr. 22 - ,SE42521
Oaxaca ,San Pedro Mixtepec - Distr. 26 - ,SE42522
Oaxaca ,San Pedro Molinos ,SE42523
Oaxaca ,San Pedro Nopala ,SE42524
Oaxaca ,San Pedro Ocopetatillo ,SE42525
Oaxaca ,San Pedro Ocotepec ,SE42526
Oaxaca ,San Pedro Pochutla ,SE42527
Oaxaca ,San Pedro Quiatoni ,SE42528
Oaxaca ,San Pedro Sochiápam ,SE42529
Oaxaca ,San Pedro Tapanatepec ,SE42530
Oaxaca ,San Pedro Taviche ,SE42531
Oaxaca ,San Pedro Teozacoalco ,SE42532
Oaxaca ,San Pedro Teutila ,SE42533
Oaxaca ,San Pedro Tidaá ,SE42534
Oaxaca ,San Pedro Topiltepec ,SE42535
Oaxaca ,San Pedro Totolápam ,SE42536
Oaxaca ,San Pedro y San Pablo Ayutla ,SE42537
Oaxaca ,San Pedro y San Pablo Teposcolula ,SE42538
Oaxaca ,San Pedro y San Pablo Tequixtepec ,SE42539
Oaxaca ,San Pedro Yaneri ,SE42540
Oaxaca ,San Pedro Yólox ,SE42541
Oaxaca ,San Pedro Yucunama ,SE42542
Oaxaca ,San Raymundo Jalpan ,SE42543
Oaxaca ,San Sebastián Abasolo ,SE42544
Oaxaca ,San Sebastián Coatlán ,SE42545
Oaxaca ,San Sebastián Ixcapa ,SE42546
Oaxaca ,San Sebastián Nicananduta ,SE42547
Oaxaca ,San Sebastián Río Hondo ,SE42548
Oaxaca ,San Sebastián Tecomaxtlahuaca ,SE42549
Oaxaca ,San Sebastián Teitipac ,SE42550
Oaxaca ,San Sebastián Tutla ,SE42551
Oaxaca ,San Simón Almolongas ,SE42552
Oaxaca ,San Simón Zahuatlán ,SE42553
Oaxaca ,San Vicente Coatlán ,SE42554
Oaxaca ,San Vicente Lachixío ,SE42555
Oaxaca ,San Vicente Nuñú ,SE42556
Oaxaca ,Santa Ana ,SE42557
Oaxaca ,Santa Ana Ateixtlahuaca ,SE42558
Oaxaca ,Santa Ana Cuauhtémoc ,SE42559
Oaxaca ,Santa Ana del Valle ,SE42560
Oaxaca ,Santa Ana Tavela ,SE42561
Oaxaca ,Santa Ana Tlapacoyan ,SE42562
Oaxaca ,Santa Ana Yareni ,SE42563
Oaxaca ,Santa Ana Zegache ,SE42564
Oaxaca ,Santa Catalina Quierí ,SE42565
Oaxaca ,Santa Catarina Cuixtla ,SE42566
Oaxaca ,Santa Catarina Ixtepeji ,SE42567
Oaxaca ,Santa Catarina Juquila ,SE42568
Oaxaca ,Santa Catarina Lachatao ,SE42569
Oaxaca ,Santa Catarina Loxicha ,SE42570
Oaxaca ,Santa Catarina Mechoacán ,SE42571
Oaxaca ,Santa Catarina Minas ,SE42572
Oaxaca ,Santa Catarina Quiané ,SE42573
Oaxaca ,Santa Catarina Quioquitani ,SE42574
Oaxaca ,Santa Catarina Tayata ,SE42575
Oaxaca ,Santa Catarina Ticuá ,SE42576
Oaxaca ,Santa Catarina Yosonotú ,SE42577
Oaxaca ,Santa Catarina Zapoquila ,SE42578
Oaxaca ,Santa Cruz Acatepec ,SE42579
Oaxaca ,Santa Cruz Amilpas ,SE42580
Oaxaca ,Santa Cruz de Bravo ,SE42581
Oaxaca ,Santa Cruz Itundujia ,SE42582
Oaxaca ,Santa Cruz Mixtepec ,SE42583
Oaxaca ,Santa Cruz Nundaco ,SE42584
Oaxaca ,Santa Cruz Papalutla ,SE42585
Oaxaca ,Santa Cruz Tacache de Mina ,SE42586
Oaxaca ,Santa Cruz Tacahua ,SE42587
Oaxaca ,Santa Cruz Tayata ,SE42588
Oaxaca ,Santa Cruz Xitla ,SE42589
Oaxaca ,Santa Cruz Xoxocotlán ,SE42590
Oaxaca ,Santa Cruz Zenzontepec ,SE42591
Oaxaca ,Santa Gertrudis ,SE42592
Oaxaca ,Santa Inés de Zaragoza ,SE42593
Oaxaca ,Santa Inés del Monte ,SE42594
Oaxaca ,Santa Inés Yatzeche ,SE42595
Oaxaca ,Santa Lucía del Camino ,SE42596
Oaxaca ,Santa Lucía Miahuatlán ,SE42597
Oaxaca ,Santa Lucía Monteverde ,SE42598
Oaxaca ,Santa Lucía Ocotlán ,SE42599
Oaxaca ,Santa Magdalena Jicotlán ,SE42600
Oaxaca ,Santa María Alotepec ,SE42601
Oaxaca ,Santa María Apazco ,SE42602
Oaxaca ,Santa María Atzompa ,SE42603
Oaxaca ,Santa María Camotlán ,SE42604
Oaxaca ,Santa María Chachoápam ,SE42605
Oaxaca ,Santa María Chilchotla ,SE42606
Oaxaca ,Santa María Chimalapa ,SE42607
Oaxaca ,Santa María Colotepec ,SE42608
Oaxaca ,Santa María Cortijo ,SE42609
Oaxaca ,Santa María Coyotepec ,SE42610
Oaxaca ,Santa María del Rosario ,SE42611
Oaxaca ,Santa María del Tule ,SE42612
Oaxaca ,Santa María Ecatepec ,SE42613
Oaxaca ,Santa María Guelacé ,SE42614
Oaxaca ,Santa María Guienagati ,SE42615
Oaxaca ,Santa María Huatulco ,SE42616
Oaxaca ,Santa María Huazolotitlán ,SE42617
Oaxaca ,Santa María Ipalapa ,SE42618
Oaxaca ,Santa María Ixcatlán ,SE42619
Oaxaca ,Santa María Jacatepec ,SE42620
Oaxaca ,Santa María Jalapa del Marqués ,SE42621
Oaxaca ,Santa María Jaltianguis ,SE42622
Oaxaca ,Santa María la Asunción ,SE42623
Oaxaca ,Santa María Lachixío ,SE42624
Oaxaca ,Santa María Mixtequilla ,SE42625
Oaxaca ,Santa María Nativitas ,SE42626
Oaxaca ,Santa María Nduayaco ,SE42627
Oaxaca ,Santa María Ozolotepec ,SE42628
Oaxaca ,Santa María Pápalo ,SE42629
Oaxaca ,Santa María Peñoles ,SE42630
Oaxaca ,Santa María Petapa ,SE42631
Oaxaca ,Santa María Quiegolani ,SE42632
Oaxaca ,Santa María Sola ,SE42633
Oaxaca ,Santa María Tataltepec ,SE42634
Oaxaca ,Santa María Tecomavaca ,SE42635
Oaxaca ,Santa María Temaxcalapa ,SE42636
Oaxaca ,Santa María Temaxcaltepec ,SE42637
Oaxaca ,Santa María Teopoxco ,SE42638
Oaxaca ,Santa María Tepantlali ,SE42639
Oaxaca ,Santa María Texcatitlán ,SE42640
Oaxaca ,Santa María Tlahuitoltepec ,SE42641
Oaxaca ,Santa María Tlalixtac ,SE42642
Oaxaca ,Santa María Tonameca ,SE42643
Oaxaca ,Santa María Totolapilla ,SE42644
Oaxaca ,Santa María Xadani ,SE42645
Oaxaca ,Santa María Yalina ,SE42646
Oaxaca ,Santa María Yavesía ,SE42647
Oaxaca ,Santa María Yolotepec ,SE42648
Oaxaca ,Santa María Yosoyúa ,SE42649
Oaxaca ,Santa María Yucuhiti ,SE42650
Oaxaca ,Santa María Zacatepec ,SE42651
Oaxaca ,Santa María Zaniza ,SE42652
Oaxaca ,Santa María Zoquitlán ,SE42653
Oaxaca ,Santiago Amoltepec ,SE42654
Oaxaca ,Santiago Apoala ,SE42655
Oaxaca ,Santiago Apóstol ,SE42656
Oaxaca ,Santiago Astata ,SE42657
Oaxaca ,Santiago Atitlán ,SE42658
Oaxaca ,Santiago Ayuquililla ,SE42659
Oaxaca ,Santiago Cacaloxtepec ,SE42660
Oaxaca ,Santiago Camotlán ,SE42661
Oaxaca ,Santiago Chazumba ,SE42662
Oaxaca ,Santiago Choápam ,SE42663
Oaxaca ,Santiago Comaltepec ,SE42664
Oaxaca ,Santiago del Río ,SE42665
Oaxaca ,Santiago Huajolotitlán ,SE42666
Oaxaca ,Santiago Huauclilla ,SE42667
Oaxaca ,Santiago Ihuitlán Plumas ,SE42668
Oaxaca ,Santiago Ixcuintepec ,SE42669
Oaxaca ,Santiago Ixtayutla ,SE42670
Oaxaca ,Santiago Jamiltepec ,SE42671
Oaxaca ,Santiago Jocotepec ,SE42672
Oaxaca ,Santiago Juxtlahuaca ,SE42673
Oaxaca ,Santiago Lachiguiri ,SE42674
Oaxaca ,Santiago Lalopa ,SE42675
Oaxaca ,Santiago Laollaga ,SE42676
Oaxaca ,Santiago Laxopa ,SE42677
Oaxaca ,Santiago Llano Grande ,SE42678
Oaxaca ,Santiago Matatlán ,SE42679
Oaxaca ,Santiago Miltepec ,SE42680
Oaxaca ,Santiago Minas ,SE42681
Oaxaca ,Santiago Nacaltepec ,SE42682
Oaxaca ,Santiago Nejapilla ,SE42683
Oaxaca ,Santiago Niltepec ,SE42684
Oaxaca ,Santiago Nundiche ,SE42685
Oaxaca ,Santiago Nuyoó ,SE42686
Oaxaca ,Santiago Pinotepa Nacional ,SE42687
Oaxaca ,Santiago Suchilquitongo ,SE42688
Oaxaca ,Santiago Tamazola ,SE42689
Oaxaca ,Santiago Tapextla ,SE42690
Oaxaca ,Santiago Tenango ,SE42691
Oaxaca ,Santiago Tepetlapa ,SE42692
Oaxaca ,Santiago Tetepec ,SE42693
Oaxaca ,Santiago Texcalcingo ,SE42694
Oaxaca ,Santiago Textitlán ,SE42695
Oaxaca ,Santiago Tilantongo ,SE42696
Oaxaca ,Santiago Tillo ,SE42697
Oaxaca ,Santiago Tlazoyaltepec ,SE42698
Oaxaca ,Santiago Xanica ,SE42699
Oaxaca ,Santiago Xiacuí ,SE42700
Oaxaca ,Santiago Yaitepec ,SE42701
Oaxaca ,Santiago Yaveo ,SE42702
Oaxaca ,Santiago Yolomécatl ,SE42703
Oaxaca ,Santiago Yosondúa ,SE42704
Oaxaca ,Santiago Yucuyachi ,SE42705
Oaxaca ,Santiago Zacatepec ,SE42706
Oaxaca ,Santiago Zoochila ,SE42707
Oaxaca ,Santo Domingo Albarradas ,SE42708
Oaxaca ,Santo Domingo Armenta ,SE42709
Oaxaca ,Santo Domingo Chihuitán ,SE42710
Oaxaca ,Santo Domingo de Morelos ,SE42711
Oaxaca ,Santo Domingo Ingenio ,SE42712
Oaxaca ,Santo Domingo Ixcatlán ,SE42713
Oaxaca ,Santo Domingo Nuxaá ,SE42714
Oaxaca ,Santo Domingo Ozolotepec ,SE42715
Oaxaca ,Santo Domingo Petapa ,SE42716
Oaxaca ,Santo Domingo Roayaga ,SE42717
Oaxaca ,Santo Domingo Tehuantepec ,SE42718
Oaxaca ,Santo Domingo Teojomulco ,SE42719
Oaxaca ,Santo Domingo Tepuxtepec ,SE42720
Oaxaca ,Santo Domingo Tlatayápam ,SE42721
Oaxaca ,Santo Domingo Tomaltepec ,SE42722
Oaxaca ,Santo Domingo Tonalá ,SE42723
Oaxaca ,Santo Domingo Tonaltepec ,SE42724
Oaxaca ,Santo Domingo Xagacía ,SE42725
Oaxaca ,Santo Domingo Yanhuitlán ,SE42726
Oaxaca ,Santo Domingo Yodohino ,SE42727
Oaxaca ,Santo Domingo Zanatepec ,SE42728
Oaxaca ,Santo Tomás Jalieza ,SE42729
Oaxaca ,Santo Tomás Mazaltepec ,SE42730
Oaxaca ,Santo Tomás Ocotepec ,SE42731
Oaxaca ,Santo Tomás Tamazulapan ,SE42732
Oaxaca ,Santos Reyes Nopala ,SE42733
Oaxaca ,Santos Reyes Pápalo ,SE42734
Oaxaca ,Santos Reyes Tepejillo ,SE42735
Oaxaca ,Santos Reyes Yucuná ,SE42736
Oaxaca ,Silacayoápam ,SE42737
Oaxaca ,Sitio de Xitlapehua ,SE42738
Oaxaca ,Soledad Etla ,SE42739
Oaxaca ,Tamazulápam del Espíritu Santo ,SE42740
Oaxaca ,Tanetze de Zaragoza ,SE42741
Oaxaca ,Taniche ,SE42742
Oaxaca ,Tataltepec de Valdés ,SE42743
Oaxaca ,Teococuilco de Marcos Pérez ,SE42744
Oaxaca ,Teotitlán de Flores Magón ,SE42745
Oaxaca ,Teotitlán del Valle ,SE42746
Oaxaca ,Teotongo ,SE42747
Oaxaca ,Tepelmeme Villa de Morelos ,SE42748
Oaxaca ,Tezoatlán de Segura y Luna ,SE42749
Oaxaca ,Tlacolula de Matamoros ,SE42750
Oaxaca ,Tlacotepec Plumas ,SE42751
Oaxaca ,Tlalixtac de Cabrera ,SE42752
Oaxaca ,Totontepec Villa de Morelos ,SE42753
Oaxaca ,Trinidad Zaachila ,SE42754
Oaxaca ,Unión Hidalgo ,SE42755
Oaxaca ,Valerio Trujano ,SE42756
Oaxaca ,Villa de Chilapa de Díaz ,SE42757
Oaxaca ,Villa de Etla ,SE42758
Oaxaca ,Villa de Tamazulápam del Progreso ,SE42759
Oaxaca ,Villa de Tututepec de Melchor Ocampo ,SE42760
Oaxaca ,Villa de Zaachila ,SE42761
Oaxaca ,Villa Díaz Ordaz ,SE42762
Oaxaca ,Villa Hidalgo ,SE42763
Oaxaca ,Villa Sola de Vega ,SE42764
Oaxaca ,Villa Talea de Castro ,SE42765
Oaxaca ,Villa Tejúpam de la Unión ,SE42766
Oaxaca ,Yaxe ,SE42767
Oaxaca ,Yogana ,SE42768
Oaxaca ,Yutanduchi de Guerrero ,SE42769
Oaxaca ,Zapotitlán del Río ,SE42770
Oaxaca ,Zapotitlán Lagunas ,SE42771
Oaxaca ,Zapotitlán Palmas ,SE42772
Oaxaca ,Zimatlán de Álvarez ,SE42773
Oaxaca ,No identificado -Oaxaca ,SE42774
Puebla ,Acajete ,SE42775
Puebla ,Acateno ,SE42776
Puebla ,Acatlán ,SE42777
Puebla ,Acatzingo ,SE42778
Puebla ,Acteopan ,SE42779
Puebla ,Ahuacatlán ,SE42780
Puebla ,Ahuatlán ,SE42781
Puebla ,Ahuazotepec ,SE42782
Puebla ,Ahuehuetitla ,SE42783
Puebla ,Ajalpan ,SE42784
Puebla ,Albino Zertuche ,SE42785
Puebla ,Aljojuca ,SE42786
Puebla ,Altepexi ,SE42787
Puebla ,Amixtlán ,SE42788
Puebla ,Amozoc ,SE42789
Puebla ,Aquixtla ,SE42790
Puebla ,Atempan ,SE42791
Puebla ,Atexcal ,SE42792
Puebla ,Atlequizayan ,SE42793
Puebla ,Atlixco ,SE42794
Puebla ,Atoyatempan ,SE42795
Puebla ,Atzala ,SE42796
Puebla ,Atzitzihuacán ,SE42797
Puebla ,Atzitzintla ,SE42798
Puebla ,Axutla ,SE42799
Puebla ,Ayotoxco de Guerrero ,SE42800
Puebla ,Calpan ,SE42801
Puebla ,Caltepec ,SE42802
Puebla ,Camocuautla ,SE42803
Puebla ,Cañada Morelos ,SE42804
Puebla ,Caxhuacan ,SE42805
Puebla ,Chalchicomula de Sesma ,SE42806
Puebla ,Chapulco ,SE42807
Puebla ,Chiautla ,SE42808
Puebla ,Chiautzingo ,SE42809
Puebla ,Chichiquila ,SE42810
Puebla ,Chiconcuautla ,SE42811
Puebla ,Chigmecatitlán ,SE42812
Puebla ,Chignahuapan ,SE42813
Puebla ,Chignautla ,SE42814
Puebla ,Chila ,SE42815
Puebla ,Chila de la Sal ,SE42816
Puebla ,Chilchotla ,SE42817
Puebla ,Chinantla ,SE42818
Puebla ,Chietla ,SE42819
Puebla ,Coatepec ,SE42820
Puebla ,Coatzingo ,SE42821
Puebla ,Cohetzala ,SE42822
Puebla ,Cohuecan ,SE42823
Puebla ,Coronango ,SE42824
Puebla ,Coxcatlán ,SE42825
Puebla ,Coyomeapan ,SE42826
Puebla ,Coyotepec ,SE42827
Puebla ,Cuapiaxtla de Madero ,SE42828
Puebla ,Cuautempan ,SE42829
Puebla ,Cuautinchán ,SE42830
Puebla ,Cuautlancingo ,SE42831
Puebla ,Cuayuca de Andrade ,SE42832
Puebla ,Cuetzalan del Progreso ,SE42833
Puebla ,Cuyoaco ,SE42834
Puebla ,Domingo Arenas ,SE42835
Puebla ,Eloxochitlán ,SE42836
Puebla ,Epatlán ,SE42837
Puebla ,Esperanza ,SE42838
Puebla ,Francisco Z. Mena ,SE42839
Puebla ,General Felipe Ángeles ,SE42840
Puebla ,Guadalupe ,SE42841
Puebla ,Guadalupe Victoria ,SE42842
Puebla ,Hermenegildo Galeana ,SE42843
Puebla ,Huaquechula ,SE42844
Puebla ,Huatlatlauca ,SE42845
Puebla ,Huauchinango ,SE42846
Puebla ,Huehuetla ,SE42847
Puebla ,Huehuetlán el Chico ,SE42848
Puebla ,Huehuetlán el Grande ,SE42849
Puebla ,Huejotzingo ,SE42850
Puebla ,Hueyapan ,SE42851
Puebla ,Hueytamalco ,SE42852
Puebla ,Hueytlalpan ,SE42853
Puebla ,Huitzilan de Serdán ,SE42854
Puebla ,Huitziltepec ,SE42855
Puebla ,Ixcamilpa de Guerrero ,SE42856
Puebla ,Ixcaquixtla ,SE42857
Puebla ,Ixtacamaxtitlán ,SE42858
Puebla ,Ixtepec ,SE42859
Puebla ,Izúcar de Matamoros ,SE42860
Puebla ,Jalpan ,SE42861
Puebla ,Jolalpan ,SE42862
Puebla ,Jonotla ,SE42863
Puebla ,Jopala ,SE42864
Puebla ,Juan C. Bonilla ,SE42865
Puebla ,Juan Galindo ,SE42866
Puebla ,Juan N. Méndez ,SE42867
Puebla ,La Magdalena Tlatlauquitepec ,SE42868
Puebla ,Lafragua ,SE42869
Puebla ,Libres ,SE42870
Puebla ,Los Reyes de Juárez ,SE42871
Puebla ,Mazapiltepec de Juárez ,SE42872
Puebla ,Mixtla ,SE42873
Puebla ,Molcaxac ,SE42874
Puebla ,Honey ,SE42875
Puebla ,Naupan ,SE42876
Puebla ,Nauzontla ,SE42877
Puebla ,Nealtican ,SE42878
Puebla ,Nicolás Bravo ,SE42879
Puebla ,Nopalucan ,SE42880
Puebla ,Ocotepec ,SE42881
Puebla ,Ocoyucan ,SE42882
Puebla ,Olintla ,SE42883
Puebla ,Oriental ,SE42884
Puebla ,Pahuatlán ,SE42885
Puebla ,Palmar de Bravo ,SE42886
Puebla ,Pantepec ,SE42887
Puebla ,Petlalcingo ,SE42888
Puebla ,Piaxtla ,SE42889
Puebla ,Puebla ,SE42890
Puebla ,Quecholac ,SE42891
Puebla ,Quimixtlán ,SE42892
Puebla ,Rafael Lara Grajales ,SE42893
Puebla ,San Andrés Cholula ,SE42894
Puebla ,San Antonio Cañada ,SE42895
Puebla ,San Diego la Mesa Tochimiltzingo ,SE42896
Puebla ,San Felipe Teotlalcingo ,SE42897
Puebla ,San Felipe Tepatlán ,SE42898
Puebla ,San Gabriel Chilac ,SE42899
Puebla ,San Gregorio Atzompa ,SE42900
Puebla ,San Jerónimo Tecuanipan ,SE42901
Puebla ,San Jerónimo Xayacatlán ,SE42902
Puebla ,San José Chiapa ,SE42903
Puebla ,San José Miahuatlán ,SE42904
Puebla ,San Juan Atenco ,SE42905
Puebla ,San Juan Atzompa ,SE42906
Puebla ,San Martín Texmelucan ,SE42907
Puebla ,San Martín Totoltepec ,SE42908
Puebla ,San Matías Tlalancaleca ,SE42909
Puebla ,San Miguel Ixitlán ,SE42910
Puebla ,San Miguel Xoxtla ,SE42911
Puebla ,San Nicolás Buenos Aires ,SE42912
Puebla ,San Nicolás de los Ranchos ,SE42913
Puebla ,San Pablo Anicano ,SE42914
Puebla ,San Pedro Cholula ,SE42915
Puebla ,San Pedro Yeloixtlahuaca ,SE42916
Puebla ,San Salvador el Seco ,SE42917
Puebla ,San Salvador el Verde ,SE42918
Puebla ,San Salvador Huixcolotla ,SE42919
Puebla ,San Sebastián Tlacotepec ,SE42920
Puebla ,Santa Catarina Tlaltempan ,SE42921
Puebla ,Santa Inés Ahuatempan ,SE42922
Puebla ,Santa Isabel Cholula ,SE42923
Puebla ,Santiago Miahuatlán ,SE42924
Puebla ,Santo Tomás Hueyotlipan ,SE42925
Puebla ,Soltepec ,SE42926
Puebla ,Tecali de Herrera ,SE42927
Puebla ,Tecamachalco ,SE42928
Puebla ,Tecomatlán ,SE42929
Puebla ,Tehuacán ,SE42930
Puebla ,Tehuitzingo ,SE42931
Puebla ,Tenampulco ,SE42932
Puebla ,Teopantlán ,SE42933
Puebla ,Teotlalco ,SE42934
Puebla ,Tepanco de López ,SE42935
Puebla ,Tepango de Rodríguez ,SE42936
Puebla ,Tepatlaxco de Hidalgo ,SE42937
Puebla ,Tepeaca ,SE42938
Puebla ,Tepemaxalco ,SE42939
Puebla ,Tepeojuma ,SE42940
Puebla ,Tepetzintla ,SE42941
Puebla ,Tepexco ,SE42942
Puebla ,Tepexi de Rodríguez ,SE42943
Puebla ,Tepeyahualco ,SE42944
Puebla ,Tepeyahualco de Cuauhtémoc ,SE42945
Puebla ,Tetela de Ocampo ,SE42946
Puebla ,Teteles de Avila Castillo ,SE42947
Puebla ,Teziutlán ,SE42948
Puebla ,Tianguismanalco ,SE42949
Puebla ,Tilapa ,SE42950
Puebla ,Tlachichuca ,SE42951
Puebla ,Tlacotepec de Benito Juárez ,SE42952
Puebla ,Tlacuilotepec ,SE42953
Puebla ,Tlahuapan ,SE42954
Puebla ,Tlaltenango ,SE42955
Puebla ,Tlanepantla ,SE42956
Puebla ,Tlaola ,SE42957
Puebla ,Tlapacoya ,SE42958
Puebla ,Tlapanalá ,SE42959
Puebla ,Tlatlauquitepec ,SE42960
Puebla ,Tlaxco ,SE42961
Puebla ,Tochimilco ,SE42962
Puebla ,Tochtepec ,SE42963
Puebla ,Totoltepec de Guerrero ,SE42964
Puebla ,Tulcingo ,SE42965
Puebla ,Tuzamapan de Galeana ,SE42966
Puebla ,Tzicatlacoyan ,SE42967
Puebla ,Venustiano Carranza ,SE42968
Puebla ,Vicente Guerrero ,SE42969
Puebla ,Xayacatlán de Bravo ,SE42970
Puebla ,Xicotepec ,SE42971
Puebla ,Xicotlán ,SE42972
Puebla ,Xiutetelco ,SE42973
Puebla ,Xochiapulco ,SE42974
Puebla ,Xochiltepec ,SE42975
Puebla ,Xochitlán de Vicente Suárez ,SE42976
Puebla ,Xochitlán Todos Santos ,SE42977
Puebla ,Yaonáhuac ,SE42978
Puebla ,Yehualtepec ,SE42979
Puebla ,Zacapala ,SE42980
Puebla ,Zacapoaxtla ,SE42981
Puebla ,Zacatlán ,SE42982
Puebla ,Zapotitlán ,SE42983
Puebla ,Zapotitlán de Méndez ,SE42984
Puebla ,Zaragoza ,SE42985
Puebla ,Zautla ,SE42986
Puebla ,Zihuateutla ,SE42987
Puebla ,Zinacatepec ,SE42988
Puebla ,Zongozotla ,SE42989
Puebla ,Zoquiapan ,SE42990
Puebla ,Zoquitlán ,SE42991
Puebla ,No identificado -Puebla ,SE42992
Querétaro ,Amealco de Bonfil ,SE42993
Querétaro ,Arroyo Seco ,SE42994
Querétaro ,Cadereyta de Montes ,SE42995
Querétaro ,Colón ,SE42996
Querétaro ,Corregidora ,SE42997
Querétaro ,El Marqués ,SE42998
Querétaro ,Ezequiel Montes ,SE42999
Querétaro ,Huimilpan ,SE43000
Querétaro ,Jalpan de Serra ,SE43001
Querétaro ,Landa de Matamoros ,SE43002
Querétaro ,Pedro Escobedo ,SE43003
Querétaro ,Peñamiller ,SE43004
Querétaro ,Pinal de Amoles ,SE43005
Querétaro ,Querétaro ,SE43006
Querétaro ,San Joaquín ,SE43007
Querétaro ,San Juan del Río ,SE43008
Querétaro ,Tequisquiapan ,SE43009
Querétaro ,Tolimán ,SE43010
Querétaro ,No identificado -Querétaro ,SE43011
Quintana Roo ,Benito Juárez ,SE43012
Quintana Roo ,Cozumel ,SE43013
Quintana Roo ,Felipe Carrillo Puerto ,SE43014
Quintana Roo ,Isla Mujeres ,SE43015
Quintana Roo ,José María Morelos ,SE43016
Quintana Roo ,Lázaro Cárdenas ,SE43017
Quintana Roo ,Othón P. Blanco ,SE43018
Quintana Roo ,Solidaridad ,SE43019
Quintana Roo ,Tulum ,SE43020
Quintana Roo ,No identificado -Quintana Roo ,SE43021
San Luis Potosí ,Ahualulco ,SE43022
San Luis Potosí ,Alaquines ,SE43023
San Luis Potosí ,Aquismón ,SE43024
San Luis Potosí ,Armadillo de los Infante ,SE43025
San Luis Potosí ,Axtla de Terrazas ,SE43026
San Luis Potosí ,Cárdenas ,SE43027
San Luis Potosí ,Catorce ,SE43028
San Luis Potosí ,Cedral ,SE43029
San Luis Potosí ,Cerritos ,SE43030
San Luis Potosí ,Cerro de San Pedro ,SE43031
San Luis Potosí ,Charcas ,SE43032
San Luis Potosí ,Ciudad del Maíz ,SE43033
San Luis Potosí ,Ciudad Fernández ,SE43034
San Luis Potosí ,Ciudad Valles ,SE43035
San Luis Potosí ,Coxcatlán ,SE43036
San Luis Potosí ,Ebano ,SE43037
San Luis Potosí ,El Naranjo ,SE43038
San Luis Potosí ,Guadalcázar ,SE43039
San Luis Potosí ,Huehuetlán ,SE43040
San Luis Potosí ,Lagunillas ,SE43041
San Luis Potosí ,Matehuala ,SE43042
San Luis Potosí ,Matlapa ,SE43043
San Luis Potosí ,Mexquitic de Carmona ,SE43044
San Luis Potosí ,Moctezuma ,SE43045
San Luis Potosí ,Rayón ,SE43046
San Luis Potosí ,Rioverde ,SE43047
San Luis Potosí ,Salinas ,SE43048
San Luis Potosí ,San Antonio ,SE43049
San Luis Potosí ,San Ciro de Acosta ,SE43050
San Luis Potosí ,San Luis Potosí ,SE43051
San Luis Potosí ,San Martín Chalchicuautla ,SE43052
San Luis Potosí ,San Nicolás Tolentino ,SE43053
San Luis Potosí ,San Vicente Tancuayalab ,SE43054
San Luis Potosí ,Santa Catarina ,SE43055
San Luis Potosí ,Santa María del Río ,SE43056
